Region, stat_length, stat_line_length, stat_line_avg_phones, stat_word_phones, stat_word_avg_chars, tonality_end_rhyme_mean, tonality_end_rhyme_stdev, tonality_repeat_rhyme_mean, tonality_repeat_rhyme_stdev, tfidf_show, tfidf_yea, tfidf_money, tfidf_move, tfidf_go, tfidf_still, tfidf_aint, tfidf_death, tfidf_young, tfidf_littl, tfidf_better, tfidf_black, tfidf_whole, tfidf_rich, tfidf_bout, tfidf_ta, tfidf_real, tfidf_good, tfidf_hit, tfidf_around, tfidf_yo, tfidf_get, tfidf_ya, tfidf_big, tfidf_rock, tfidf_watch, tfidf_game, tfidf_know, tfidf_new, tfidf_world, tfidf_day, tfidf_name, tfidf_tri, tfidf_like, tfidf_die, tfidf_gettin, tfidf_gun, tfidf_wit, tfidf_night, tfidf_yall, tfidf_mean, tfidf_em, tfidf_nigga, tfidf_hard, tfidf_back, tfidf_realli, tfidf_see, tfidf_street, tfidf_homi, tfidf_girl, tfidf_even, tfidf_gon, tfidf_god, tfidf_leav, tfidf_got, tfidf_ever, tfidf_told, tfidf_ass, tfidf_run, tfidf_never, tfidf_let, tfidf_put, tfidf_hand, tfidf_come, tfidf_boy, tfidf_snoop, tfidf_g, tfidf_oh, tfidf_could, tfidf_keep, tfidf_thing, tfidf_smoke, tfidf_head, tfidf_think, tfidf_fuckin, tfidf_pleas, tfidf_love, tfidf_dont, tfidf_feel, tfidf_one, tfidf_ask, tfidf_right, tfidf_done, tfidf_bitch, tfidf_pussi, tfidf_boat, tfidf_wan, tfidf_eye, tfidf_would, tfidf_dogg, tfidf_two, tfidf_start, tfidf_live, tfidf_call, tfidf_way, tfidf_mama, tfidf_damn, tfidf_tell, tfidf_tryna, tfidf_life, tfidf_diamond, tfidf_motherfuck, tfidf_babi, tfidf_peopl, tfidf_yeah, tfidf_beat, tfidf_hold, tfidf_gangsta, tfidf_made, tfidf_look, tfidf_niggaz, tfidf_ride, tfidf_say, tfidf_us, tfidf_uh, tfidf_ill, tfidf_rap, tfidf_give, tfidf_mind, tfidf_fuck, tfidf_high, tfidf_thug, tfidf_cant, tfidf_im, tfidf_want, tfidf_need, tfidf_everi, tfidf_shit, tfidf_hoe, tfidf_turn, tfidf_lil, tfidf_na, tfidf_make, tfidf_song, tfidf_alway, tfidf_take, tfidf_play, tfidf_hey, tfidf_stop, tfidf_stay, tfidf_said, tfidf_man, tfidf_light, tfidf_well, tfidf_drip, tfidf_face, tfidf_caus, tfidf_time, tfidf_everyth, tfidf_dream, tfidf_talk
WC, 96, 8.77083333333, 3.12460999648, 3.10879904875, 3.87054631829, 0.439512386925, 0.422692069634, 0.129228525235, 0.0694225586076, 1, 0, 1, 0, 2, 1, 3, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 0, 2, 1, 3, 5, 1, 0, 0, 0, 0, 4, 0, 1, 0, 0, 2, 6, 0, 0, 0, 0, 0, 1, 0, 0, 13, 1, 3, 0, 4, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 5, 0, 1, 2, 1, 0, 2, 0, 4, 1, 0, 0, 2, 1, 5, 1, 0, 0, 0, 1, 7, 0, 1, 0, 2, 0, 6, 1, 0, 0, 0, 2, 4, 1, 0, 2, 0, 0, 0, 1, 1, 0, 2, 0, 9, 0, 0, 1, 0, 1, 9, 0, 4, 0, 1, 7, 0, 0, 3, 0, 3, 0, 19, 0, 0, 0, 14, 4, 1, 0, 9, 1, 1, 0, 0, 0, 0, 0, 2, 3, 1, 0, 3, 3, 2, 1, 2, 0, 1, 8, 1, 0, 0, 1
WC, 66, 7.86363636364, 3.14184180018, 3.1069121447, 3.7880539499, 0.487811352158, 0.406001184596, 0.112631863154, 0.0823140466492, 1, 0, 0, 0, 0, 2, 5, 1, 3, 3, 2, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 1, 0, 1, 1, 0, 0, 18, 0, 0, 2, 4, 0, 3, 0, 1, 0, 2, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 1, 2, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 4, 1, 4, 2, 7, 1, 1, 0, 4, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 1, 0, 0, 1
WC, 52, 9.69230769231, 3.07110139682, 3.00760582011, 3.65079365079, 0.346092745638, 0.402142311694, 0.144050204631, 0.0795263966749, 1, 0, 1, 1, 2, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 4, 0, 0, 2, 0, 8, 0, 0, 0, 0, 3, 3, 1, 4, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 6, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 1, 2, 0, 0, 2, 0, 0, 2, 1, 1, 0, 2, 2, 1, 0, 0, 2, 0, 0, 1, 1, 0, 0, 2, 2, 0, 1, 1, 1, 0, 7, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 4, 0, 1, 2, 2, 2, 2, 1, 2, 2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
WC, 67, 7.59701492537, 3.25857266007, 3.22287968442, 3.90569744597, 0.370719114219, 0.40708058272, 0.114732827256, 0.0756825007032, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 3, 4, 1, 0, 2, 2, 0, 0, 0, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 1, 0, 0, 2, 0, 0, 4, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 15, 0, 0, 0, 2, 1, 0, 0, 1, 0, 2, 1, 0, 0, 1, 1, 3, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 1, 1, 0, 1, 2, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0
WC, 72, 7.29166666667, 3.06619488408, 3.02015873016, 3.75238095238, 0.473999737636, 0.399407757893, 0.126514824583, 0.0938239528672, 1, 0, 2, 0, 0, 3, 5, 2, 3, 0, 1, 0, 0, 1, 3, 0, 2, 0, 1, 0, 0, 8, 3, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 29, 15, 0, 3, 0, 2, 1, 1, 0, 1, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 26, 0, 0, 2, 2, 0, 2, 2, 4, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0
WC, 57, 8.33333333333, 3.19998489165, 3.10035087719, 3.74526315789, 0.655316595709, 0.40861872605, 0.141637196288, 0.0744694248055, 1, 0, 0, 0, 4, 0, 2, 0, 1, 2, 2, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 7, 0, 1, 0, 0, 3, 2, 0, 0, 0, 1, 2, 4, 0, 2, 1, 0, 0, 2, 0, 3, 15, 0, 5, 0, 1, 0, 1, 0, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 1, 1, 1, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 1, 1, 0, 0, 3, 0, 0, 1, 0, 1, 0, 3, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0
WC, 83, 8.12048192771, 3.23200594586, 3.18034825871, 3.86053412463, 0.574598396989, 0.448445662147, 0.121397247974, 0.0761438241517, 0, 0, 1, 0, 1, 1, 2, 0, 2, 0, 14, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 3, 0, 0, 6, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 20, 2, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 12, 0, 0, 1, 0, 4, 2, 1, 0, 1, 0, 0, 2, 1, 0, 2, 4, 3, 2, 0, 1, 0, 1, 1, 2, 2, 1, 0, 1, 0, 0, 0, 2, 0, 0, 3, 1, 2, 1, 0, 9, 0, 0, 0, 0, 3, 0, 3, 2, 1, 3, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 4, 0, 2, 0, 8, 0, 0, 0, 2, 9, 0, 1, 0, 0, 0, 4, 1, 4, 2, 0, 0, 0, 1, 2, 3, 0, 0, 0
WC, 78, 9.15384615385, 3.16838278649, 3.1162464986, 3.82633053221, 0.334221400609, 0.368394507724, 0.130674580451, 0.0765114148708, 1, 0, 0, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 4, 0, 3, 6, 0, 0, 1, 0, 1, 8, 0, 0, 0, 0, 0, 11, 0, 1, 0, 6, 0, 0, 1, 2, 20, 0, 3, 0, 1, 0, 0, 1, 0, 1, 0, 0, 3, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 3, 0, 1, 2, 0, 2, 4, 1, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 0, 5, 0, 8, 1, 0, 1, 1, 2, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 5, 2, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
WC, 120, 8.63333333333, 3.31170683483, 3.23005148005, 3.9555984556, 0.41109185071, 0.382226269585, 0.13001735985, 0.0857855478952, 1, 0, 0, 0, 0, 2, 5, 0, 0, 1, 1, 0, 1, 0, 3, 1, 2, 0, 3, 2, 3, 11, 0, 0, 0, 2, 2, 2, 0, 2, 1, 1, 1, 10, 0, 1, 2, 0, 0, 6, 0, 5, 10, 0, 1, 0, 3, 1, 0, 0, 1, 1, 1, 0, 4, 1, 0, 2, 4, 1, 0, 3, 0, 1, 0, 2, 0, 4, 1, 2, 0, 0, 0, 0, 2, 0, 0, 5, 0, 0, 2, 0, 0, 10, 1, 0, 3, 0, 2, 6, 1, 1, 0, 2, 0, 0, 3, 2, 0, 0, 0, 5, 2, 0, 4, 1, 0, 2, 1, 0, 4, 0, 3, 1, 1, 2, 0, 3, 0, 14, 0, 0, 0, 12, 1, 0, 1, 12, 3, 1, 0, 3, 0, 1, 1, 0, 1, 0, 0, 0, 0, 6, 1, 1, 0, 1, 5, 0, 0, 0, 2
WC, 45, 9.26666666667, 3.30307781724, 3.19911858974, 3.84412470024, 0.626494864074, 0.387141170686, 0.154054829972, 0.0895804981037, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 4, 0, 0, 2, 3, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 6, 0, 0, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 1, 0, 2, 1, 0, 0, 1, 0, 2, 1, 0, 1, 0, 0, 3, 0, 1, 0, 2, 2, 1, 0, 0, 1, 1, 4, 0, 0, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 9, 0, 0, 0, 3, 0, 1, 0, 4, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0
WC, 55, 7.72727272727, 3.18211618348, 3.0866745283, 3.73176470588, 0.691624651316, 0.379749866375, 0.121970453584, 0.0951250617607, 1, 0, 0, 1, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 4, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 1, 0, 0, 3, 1, 0, 4, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 4, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 3, 1, 1, 0, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0
WC, 50, 8.96, 3.21825074, 3.22061011905, 3.89508928571, 0.41340009948, 0.40663501224, 0.126191213763, 0.0742958488776, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 1, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 6, 5, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0
WC, 32, 8.375, 3.57441227754, 3.5941475827, 4.20895522388, 0.198947033976, 0.224912977419, 0.148900798381, 0.0690780695207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
WC, 79, 6.39240506329, 3.01393512723, 3.02194719472, 3.77227722772, 0.396185884822, 0.370258663793, 0.114943661024, 0.101000558853, 0, 0, 2, 0, 1, 1, 3, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 8, 0, 1, 0, 0, 1, 4, 1, 1, 1, 1, 4, 3, 1, 0, 0, 0, 1, 5, 0, 0, 8, 0, 2, 2, 1, 0, 1, 0, 1, 3, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 2, 0, 2, 1, 1, 0, 2, 0, 0, 1, 1, 0, 0, 1, 3, 0, 1, 1, 1, 0, 3, 0, 0, 2, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 3, 1, 0, 1, 2, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 1, 0, 1, 6, 0, 1, 0, 3, 1, 1, 0, 5, 0, 0, 0, 1, 1, 0, 3, 1, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 1
WC, 70, 7.62857142857, 3.31574461253, 3.18258426966, 3.8595505618, 0.366855385405, 0.378174837193, 0.11519095656, 0.0844073833099, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 4, 0, 0, 1, 0, 0, 0, 0, 1, 7, 0, 0, 0, 1, 0, 1, 3, 0, 2, 0, 1, 3, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0, 0, 0, 0, 1, 5, 0, 0, 0, 1, 0, 1, 2, 3, 1, 4, 0, 2, 0, 5, 0, 0, 0, 1, 1, 8, 0, 0, 0, 1, 1, 0, 1, 2, 0, 1, 0, 0, 2, 0, 2, 1, 0, 0, 0, 0, 3, 3, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 4, 1, 2, 1, 3, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0
WC, 59, 8.38983050847, 2.83162404921, 2.83333333333, 3.54141414141, 0.499564021394, 0.41598335321, 0.133042151743, 0.0822050258575, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 1, 0, 0, 3, 1, 1, 0, 0, 2, 1, 2, 0, 0, 3, 0, 0, 0, 3, 0, 0, 1, 1, 2, 0, 1, 0, 0, 1, 0, 0, 11, 4, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 1, 0, 0, 2, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 9, 1, 1, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 1, 5, 0, 0, 0, 1, 0, 2, 0, 0, 2, 8, 1, 0, 0
WC, 71, 9.3661971831, 3.13558188356, 3.06917293233, 3.62857142857, 0.484925007652, 0.407267485481, 0.145974165339, 0.0827572838227, 1, 0, 1, 0, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 4, 1, 0, 2, 1, 1, 0, 2, 0, 0, 0, 2, 3, 1, 0, 1, 0, 0, 4, 0, 3, 1, 4, 0, 2, 0, 0, 5, 0, 2, 0, 0, 0, 1, 1, 3, 4, 0, 0, 5, 0, 4, 0, 0, 3, 1, 4, 2, 0, 0, 2, 0, 4, 0, 6, 0, 1, 1, 0, 2, 0, 0, 6, 1, 9, 1, 0, 0, 5, 1, 0, 3, 1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 1, 3, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 4, 13, 3, 0, 0, 5, 3, 1, 2, 3, 1, 0, 0, 1, 0, 0, 0, 2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0
WC, 59, 8.59322033898, 3.22494442939, 3.16666666667, 3.85798816568, 0.553088702012, 0.452014395361, 0.142010631612, 0.0645965085782, 1, 0, 0, 2, 0, 0, 2, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 3, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3, 0, 1, 0, 0, 0, 4, 0, 1, 2, 0, 2, 1, 0, 0, 2, 0, 1, 0, 1, 1, 3, 1, 0, 1, 1, 0, 0, 2, 1, 0, 0, 1, 3, 1, 0, 1, 0, 0, 6, 0, 3, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 6, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 0, 1, 2, 1, 1, 0, 0, 2, 8, 0, 0, 0, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0
WC, 81, 7.2962962963, 3.25456166003, 3.26428975665, 3.92047377327, 0.358665045158, 0.369331029528, 0.108923880681, 0.0845840720942, 2, 0, 0, 1, 1, 1, 1, 0, 1, 1, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 5, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 1, 2, 0, 4, 1, 1, 0, 1, 5, 1, 2, 1, 2, 1, 1, 0, 0, 1, 0, 1, 4, 0, 0, 2, 0, 2, 1, 1, 1, 4, 0, 1, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 6, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 3, 0, 0, 0, 4, 0, 3, 0, 1, 3, 0, 3, 1, 1, 4, 0, 0, 2, 0, 1, 0, 0, 1, 0, 4, 1, 0, 2, 0, 3, 0, 1, 1, 3, 1, 0, 1, 6, 0, 0, 1, 1, 3, 0, 1, 0, 2, 1, 4, 3, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0
WC, 90, 8.4, 3.38392767726, 3.31366047745, 4.03835978836, 0.451658892645, 0.340867694886, 0.140911174662, 0.062890182755, 0, 0, 0, 0, 2, 3, 5, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 1, 2, 0, 5, 7, 4, 1, 0, 0, 1, 4, 0, 0, 0, 0, 1, 3, 0, 0, 1, 6, 0, 1, 0, 0, 11, 1, 0, 1, 2, 1, 2, 0, 0, 3, 0, 1, 3, 1, 0, 1, 3, 5, 12, 1, 0, 1, 1, 0, 0, 0, 0, 2, 1, 0, 1, 0, 1, 0, 2, 2, 1, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 14, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 4, 0, 1, 3, 0, 0, 0, 2, 2, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 4, 1, 3, 0, 1, 2, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
WC, 93, 7.91397849462, 3.43193552266, 3.38072562358, 4.04891304348, 0.455575358984, 0.389869377881, 0.124727581447, 0.083306280719, 0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 1, 0, 4, 4, 7, 0, 1, 0, 0, 1, 1, 0, 1, 0, 2, 4, 0, 1, 0, 0, 0, 2, 0, 2, 3, 0, 0, 0, 4, 2, 1, 0, 1, 3, 0, 0, 2, 0, 0, 2, 1, 1, 1, 1, 0, 0, 1, 0, 3, 0, 1, 2, 0, 2, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 5, 0, 2, 0, 0, 2, 0, 1, 8, 1, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 4, 11, 0, 0, 1, 18, 0, 1, 3, 2, 1, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 4
WC, 67, 7.4776119403, 3.05771584689, 3.04742818971, 3.66467065868, 0.560802076711, 0.414823126756, 0.125415793907, 0.0716656947009, 1, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 4, 2, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 6, 1, 0, 0, 0, 0, 1, 0, 1, 3, 4, 2, 0, 1, 1, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 5, 1, 1, 0, 0, 0, 2, 1, 0, 2, 5, 0, 1, 4, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 5, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0
WC, 69, 9.52173913043, 3.14787685476, 3.13673262303, 3.81582952816, 0.527755506215, 0.388462610743, 0.153176356495, 0.0720912562595, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 5, 1, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 3, 1, 2, 0, 0, 3, 0, 0, 1, 3, 0, 0, 2, 1, 0, 1, 2, 3, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 9, 0, 0, 0, 0, 1, 0, 2, 8, 0, 0, 1, 1, 2, 0, 1, 4, 1, 8, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 9, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0
WC, 60, 8.98333333333, 3.02292759709, 2.96258503401, 3.64564007421, 0.498482077832, 0.378169369893, 0.12470035363, 0.0686651208793, 0, 0, 0, 1, 3, 0, 5, 0, 1, 0, 1, 0, 0, 0, 3, 2, 4, 0, 0, 0, 1, 6, 7, 0, 0, 2, 2, 5, 0, 0, 1, 0, 1, 2, 1, 1, 1, 5, 0, 1, 1, 4, 5, 0, 3, 1, 2, 0, 0, 0, 1, 2, 0, 0, 10, 0, 0, 3, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 1, 4, 0, 0, 0, 1, 0, 9, 1, 0, 1, 2, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 1, 5, 0, 3, 2, 1, 1, 0, 0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 2, 2, 0, 0, 2
